assists,birth_date,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,clearances_blocks_interceptions,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,defensive_contribution,defensive_contribution_per_90,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,known_name,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,price_change_calibrating,price_change_hourly_rate,price_change_locked_until,price_change_percent,price_change_projections,recoveries,red_cards,region,removed,saves,saves_per_90,scout_news_link,scout_risks,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,tackles,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,2004-06-27,0,27,True,True,None,None,1,1.0,6,500040,None,,0,0,0,0,0.6,246,89,6,6.0,None,,0,2,2.5,2.5,6,0.00,0.0,0.00,0.0,0.00,0.20,0.2,0.0,Cristhian,6.0,58,26,0,0.0,0,False,1.5,210,82,11,False,14.4,119,55,,90,,None,55,198,29,p500040,0,0,None,0,,500040.jpg,6.0,58,26,False,-31,None,-12.4,"[{'offset': 0, 'projected_percent': '-12.4', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-13.9', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-14.7', 'likelihood': -1}]",3,0,200,False,0,0.0,,[],Mosquera,5.9,64,26,False,None,1,1.0,a,0,1,3,2025-07-24,0.0,561,198,6,12245,12245,30585,30585,1.1,1.1,Mosquera,0
0,2001-09-05,1,36,True,True,None,None,1,1.34,2,223340,2,,0,0,0,0,26.1,43,29,7,9.4,2,,0,3,3.2,3.2,9,0.08,0.11,0.72,0.97,0.64,0.06,0.08,0.86,Bukayo,9.0,28,14,0,0.0,1,False,10.2,12,9,12,False,42.8,21,11,,67,,None,95,3,2,p223340,0,0,1,0,,223340.jpg,9.0,28,14,False,28,None,16.7,"[{'offset': 0, 'projected_percent': '16.7', 'likelihood': 1}, {'offset': 1, 'projected_percent': '17.4', 'likelihood': 1}, {'offset': 2, 'projected_percent': '17.8', 'likelihood': 1}]",4,0,241,False,0,0.0,,[],Saka,10.4,37,14,False,None,1,1.34,a,1,1,3,2018-11-28,33.0,25,12,9,68043,68043,22807,22807,0.9,0.9,Saka,0
0,1999-01-14,0,10,True,True,None,None,1,1.34,3,204480,1,,0,0,0,0,6.4,136,80,6,8.06,1,,0,3,2.6,2.6,3,0.08,0.11,0.15,0.2,0.07,0.06,0.08,0.09,Declan,3.0,108,50,0,0.0,0,False,1.5,213,96,13,False,6.8,193,77,,67,,None,75,14,8,p204480,0,0,None,0,,204480.jpg,3.0,108,50,False,-158,None,-22.5,"[{'offset': 0, 'projected_percent': '-22.5', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-25.0', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-26.3', 'likelihood': -2}]",3,0,241,False,0,0.0,,[],Rice,17.3,22,7,False,None,1,1.34,a,0,1,3,2023-07-15,2.0,187,95,3,28476,28476,113878,113878,0.4,0.4,Rice,0
0,1998-06-29,0,4,True,True,None,None,0,0.0,0,232413,None,,0,0,0,0,1.8,192,112,2,12.86,3,,0,3,2.3,2.3,1,0.00,0.0,0.04,0.26,0.04,0.15,0.96,0.26,Eberechi,1.0,285,135,0,0.0,0,False,0.1,294,140,14,False,0.0,600,262,,14,,None,65,41,28,p232413,0,0,None,0,,232413.jpg,1.0,285,135,False,-36,None,-85.6,"[{'offset': 0, 'projected_percent': '-85.6', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-91.0', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-93.9', 'likelihood': -3}]",2,0,241,False,0,0.0,,[],Eze,1.8,137,41,False,None,0,0.0,a,0,1,3,2025-08-23,1.0,193,99,1,4464,4464,33498,33498,0.2,0.2,Eze,0
0,1998-12-17,3,41,True,True,None,None,1,1.2,1,184029,4,,0,0,0,0,41.5,13,11,8,9.6,None,,0,3,2.3,2.3,11,0.10,0.12,0.31,0.37,0.21,0.06,0.07,0.25,Martin,11.0,11,6,0,0.0,1,False,12.3,6,5,15,False,50.6,6,4,,75,,None,65,35,23,p184029,0,0,3,0,,184029.jpg,11.0,11,6,False,303,None,98.8,"[{'offset': 0, 'projected_percent': '98.8', 'likelihood': 4}, {'offset': 1, 'projected_percent': '106.7', 'likelihood': 5}, {'offset': 2, 'projected_percent': '111.0', 'likelihood': 5}]",4,0,161,False,0,0.0,,[],Ødegaard,11.1,35,12,False,None,1,1.2,a,3,1,3,2021-08-20,31.0,27,13,11,223553,223553,24858,24858,1.7,1.7,Ødegaard,0
0,2002-03-10,0,8,True,True,None,None,0,0.0,0,248857,6,,0,0,0,0,43.1,11,9,2,8.18,None,,0,3,2.3,2.3,1,0.04,0.16,0.04,0.16,0.00,0.15,0.61,0.0,Noni,1.0,287,137,0,0.0,0,False,5.3,70,37,16,False,9.4,171,67,,22,,None,65,43,30,p248857,0,0,None,0,,248857.jpg,1.0,287,137,False,-4,None,-87.7,"[{'offset': 0, 'projected_percent': '-87.7', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-91.2', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-93.1', 'likelihood': -3}]",2,0,241,False,0,0.0,,[],Madueke,0.3,297,100,False,None,0,0.0,a,0,1,3,2025-07-18,0.0,600,261,1,976,976,6008,6008,0.2,0.2,Madueke,0
0,1996-06-22,0,5,True,True,None,None,0,0.0,0,195384,None,,0,0,0,0,1.2,216,121,2,12.86,None,,0,3,2.2,2.2,1,0.02,0.13,0.16,1.03,0.14,0.15,0.96,0.9,Mikel,1.0,274,126,0,0.0,0,False,1.9,186,83,17,False,3.6,233,103,,14,,None,60,64,42,p195384,0,0,None,0,,195384.jpg,1.0,274,126,False,-4,None,-89.7,"[{'offset': 0, 'projected_percent': '-89.7', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-91.4', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-92.4', 'likelihood': -3}]",2,0,200,False,0,0.0,,[],Merino Zazón,0.6,238,78,False,None,0,0.0,a,0,1,3,2024-08-27,14.0,73,40,1,1975,1975,12370,12370,0.2,0.2,Merino,0
0,2001-06-18,0,0,True,True,None,None,0,0,0,444145,None,,-1,1,-1,1,0.0,600,261,0,0,None,,0,3,2.3,2.3,0,0.00,0,0.00,0,0.00,0.00,0,0,Gabriel,0.0,596,260,0,0,0,False,0.0,600,261,18,False,0.0,597,259,Gabriel Martinelli,0,,None,64,55,39,p444145,0,0,None,0,,444145.jpg,0.0,596,260,False,-6,None,-7.8,"[{'offset': 0, 'projected_percent': '-7.8', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-12.7', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-15.3', 'likelihood': -1}]",0,0,30,False,0,0,,[],Martinelli Silva,0.2,340,123,False,None,0,0,a,0,1,3,2019-07-15,0.0,595,256,0,989,989,5492,5492,0.0,0.0,Martinelli,0
0,1999-02-02,0,3,True,True,None,None,0,0.0,0,481655,None,,0,0,0,0,2.3,178,104,3,12.27,None,,0,3,2.0,2.0,1,0.02,0.08,0.02,0.08,0.00,0.15,0.61,0.0,Martín,1.0,259,117,0,0.0,0,False,0.6,253,114,19,False,3.8,228,100,,22,,None,55,188,115,p481655,0,0,None,0,,481655.jpg,1.0,259,117,False,-24,None,-73.1,"[{'offset': 0, 'projected_percent': '-73.1', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-79.6', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-83.1', 'likelihood': -3}]",2,0,200,False,0,0.0,,[],Zubimendi Ibáñez,1.0,195,63,False,None,0,0.0,a,1,1,3,2025-07-06,0.0,555,233,1,1234,1234,15508,15508,0.2,0.2,Zubimendi,0
0,2009-12-31,0,0,True,True,None,None,0,0,0,616077,None,,-1,1,-1,1,0.0,541,229,0,0,None,,0,3,1.9,1.9,0,0.00,0,0.00,0,0.00,0.00,0,0,Max,0.0,538,226,0,0,0,False,0.0,544,227,20,False,0.0,528,220,,0,,None,54,224,138,p616077,0,0,None,0,,616077.jpg,0.0,538,226,False,0,None,-0.1,"[{'offset': 0, 'projected_percent': '-0.1', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-0.1', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-0.1', 'likelihood': -1}]",0,0,241,False,0,0,,[],Dowman,0.1,434,172,False,None,0,0,a,0,1,3,2025-07-22,0.0,508,205,0,331,331,1929,1929,0.0,0.0,Dowman,0
0,2007-03-21,0,0,True,True,None,None,0,0,0,499175,None,,0,0,0,0,0.0,574,247,0,0,None,,0,3,2.0,2.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Ethan,0.0,570,245,0,0,0,False,0.0,574,245,22,False,0.0,561,239,,0,,None,55,197,122,p499175,0,0,None,0,,499175.jpg,0.0,570,245,False,0,None,-79.0,"[{'offset': 0, 'projected_percent': '-79.0', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-79.0', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-79.0', 'likelihood': -3}]",0,0,241,False,0,0,,[],Nwaneri,0.0,574,242,False,None,0,0,a,0,1,3,2022-09-17,0.0,560,237,0,57,57,264,264,0.0,0.0,Nwaneri,0
0,2000-05-30,0,0,True,True,None,None,0,0,0,438098,None,,0,0,0,0,0.0,560,239,0,0,None,,0,3,2.0,2.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Fábio,0.0,558,237,0,0,0,False,0.0,561,237,23,False,0.0,547,231,Fábio Vieira,0,,None,55,163,101,p438098,0,0,None,0,,438098.jpg,0.0,558,237,False,0,None,-61.1,"[{'offset': 0, 'projected_percent': '-61.1', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-61.1', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-61.1', 'likelihood': -3}]",0,0,173,False,0,0,,[],Ferreira Vieira,0.0,585,249,False,None,0,0,a,0,1,3,2022-06-21,0.0,538,224,0,59,59,173,173,0.0,0.0,Fábio Vieira,0
0,1999-12-10,0,0,True,True,None,None,0,0,0,200641,None,,0,0,0,0,0.0,551,232,0,0,None,,0,3,2.0,2.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Reiss,0.0,546,229,0,0,0,False,0.0,552,230,24,False,0.0,536,223,,0,,None,55,134,83,p200641,0,0,None,0,,200641.jpg,0.0,546,229,False,0,None,-43.1,"[{'offset': 0, 'projected_percent': '-43.1', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-43.1', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-43.1', 'likelihood': -3}]",0,0,241,False,0,0,,[],Nelson,0.0,584,248,False,None,0,0,a,0,1,3,2017-07-12,0.0,523,213,0,49,49,129,129,0.0,0.0,Nelson,0
0,1998-06-04,0,0,True,True,None,None,0,0,0,224117,None,,-1,1,-1,1,0.0,610,71,0,0,None,,0,4,2.3,2.3,0,0.00,0,0.00,0,0.00,0.00,0,0,Viktor,0.0,606,70,0,0,0,False,0.0,610,71,25,False,0.0,609,71,,0,,None,74,22,8,p224117,0,0,2,0,,224117.jpg,0.0,606,70,False,-255,None,-8.1,"[{'offset': 0, 'projected_percent': '-8.1', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-13.6', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-16.7', 'likelihood': -1}]",0,0,206,False,0,0,,[],Gyökeres,7.3,55,8,False,None,0,0,a,0,1,3,2025-07-26,0.0,610,71,0,7036,7036,170678,170678,0.0,0.0,Gyökeres,0
0,1999-06-11,0,34,True,True,None,None,1,1.0,2,219847,None,,0,0,0,0,13.2,98,9,2,2.0,None,,0,4,2.4,2.4,6,0.03,0.03,0.29,0.29,0.26,0.20,0.2,0.26,Kai,6.0,64,5,0,0.0,1,False,7.5,38,7,26,False,37.2,35,5,,90,,None,75,15,6,p219847,0,0,None,0,,219847.jpg,6.0,64,5,False,154,None,60.2,"[{'offset': 0, 'projected_percent': '60.2', 'likelihood': 3}, {'offset': 1, 'projected_percent': '64.2', 'likelihood': 3}, {'offset': 2, 'projected_percent': '66.4', 'likelihood': 3}]",0,0,80,False,0,0.0,,[],Havertz,7.2,56,9,False,None,1,1.0,a,0,1,3,2023-06-28,25.0,38,10,6,144165,144165,25587,25587,0.8,0.8,Havertz,0
0,1997-04-03,0,0,True,True,None,None,0,0,0,205651,None,,0,0,0,0,0.0,586,65,0,0,None,,0,4,2.0,2.0,0,0.00,0,0.00,0,0.00,0.00,0,0,Gabriel,0.0,582,64,0,0,0,False,0.0,586,65,27,False,0.0,580,62,Gabriel Jesus,0,,None,60,68,17,p205651,0,0,None,0,,205651.jpg,0.0,582,64,False,-1,None,-66.6,"[{'offset': 0, 'projected_percent': '-66.6', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-67.6', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-68.1', 'likelihood': -3}]",0,0,30,False,0,0,,[],Fernando de Jesus,0.3,289,50,False,None,0,0,a,0,1,3,2022-07-04,0.0,576,64,0,1502,1502,5648,5648,0.0,0.0,G.Jesus,0
0,1997-10-23,0,0,True,True,None,None,0,0,0,199798,None,,0,0,0,0,0.0,356,147,0,0,None,,0,2,1.7,1.7,0,0.00,0,0.00,0,0.00,0.00,0,0,Ezri,0.0,365,138,0,0,0,False,0.0,369,144,31,False,0.0,352,143,,0,,None,45,434,99,p199798,0,0,None,0,,199798.jpg,0.0,365,138,False,-187,None,-70.0,"[{'offset': 0, 'projected_percent': '-70.0', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-74.5', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-77.0', 'likelihood': -3}]",0,0,241,False,0,0,,[],Konsa Ngoyo,11.2,34,12,False,None,0,0,a,0,1,3,2026-08-21,0.0,284,121,0,34852,34852,179390,179390,0.0,0.0,Konsa,0
0,1997-11-16,0,0,True,True,75,75,0,0,0,208706,5,,0,0,0,0,0.0,608,267,0,0,None,,0,3,1.8,1.8,0,0.00,0,0.00,0,0.00,0.00,0,0,Bruno,0.0,604,266,0,0,0,False,0.0,608,267,452,False,0.0,606,266,Bruno Guimarães,0,Thigh injury - 75% chance of playing,2026-08-20T17:00:08.846118Z,70,24,15,p208706,0,0,4,0,,208706.jpg,0.0,604,266,False,-172,None,-95.1,"[{'offset': 0, 'projected_percent': '-95.1', 'likelihood': -4}, {'offset': 1, 'projected_percent': '-103.4', 'likelihood': -5}, {'offset': 2, 'projected_percent': '-107.9', 'likelihood': -5}]",0,0,30,False,0,0,https://www.arsenal.com/news/every-word-from-mikel-artetas-pre-coventry-presser-agLtL1y0uKj3,[],Guimarães Rodriguez Moura,3.0,104,33,False,None,0,0,d,0,1,3,2026-08-08,0.0,607,266,0,673,673,95408,95408,0.0,0.0,Bruno G.,0
1,2002-01-30,0,30,True,True,None,None,1,1.2,2,439509,3,,0,0,0,0,39.8,16,14,6,7.2,None,,0,3,2.3,2.3,6,0.14,0.17,0.33,0.4,0.19,0.06,0.07,0.23,Christos,6.0,63,25,0,0.0,0,False,8.7,24,15,557,False,17.0,102,35,,75,,None,65,44,31,p439509,0,0,None,0,,439509.jpg,6.0,63,25,False,172,None,72.3,"[{'offset': 0, 'projected_percent': '72.3', 'likelihood': 3}, {'offset': 1, 'projected_percent': '76.7', 'likelihood': 3}, {'offset': 2, 'projected_percent': '79.2', 'likelihood': 3}]",3,0,83,False,0,0.0,,[],Tzolis,25.9,10,4,False,None,1,1.2,a,1,1,3,2026-07-23,30.0,29,15,6,175690,175690,36098,36098,0.9,0.9,Tzolis,0
0,1992-09-02,0,0,True,True,None,None,0,0,0,98980,None,,0,0,0,0,0.0,438,49,0,0,None,,0,1,2.6,2.6,0,0.00,0,0.00,0,0.00,0.00,0,0,Emiliano,0.0,442,60,0,0,0,False,0.0,447,60,28,False,0.0,431,60,Emiliano Martínez,0,,None,50,232,7,p98980,0,0,None,0,,98980.jpg,0.0,442,60,False,-55,None,-42.6,"[{'offset': 0, 'projected_percent': '-42.6', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-46.2', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-48.2', 'likelihood': -3}]",0,0,10,False,0,0,,[],Martínez Romero,4.1,78,10,False,None,0,0,a,0,2,7,2020-09-16,0.0,379,49,0,6673,6673,41976,41976,0.0,0.0,Martinez,0
0,1991-03-10,0,1,True,True,None,None,0,0.0,2,72147,None,,0,0,0,0,0.0,337,22,0,0.0,None,,0,1,1.9,1.9,1,0.00,0.0,0.00,0.0,0.00,3.77,3.77,0.0,Marco,1.0,183,16,4,4.0,0,False,2.8,138,8,29,False,28.2,56,8,,90,,None,45,403,23,p72147,0,0,None,0,,72147.jpg,1.0,183,16,False,-1,None,0.0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '-1.5', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-2.7', 'likelihood': -1}]",6,0,152,False,3,3.0,,[],Bizot,0.1,394,43,False,None,1,1.0,a,0,2,7,2025-07-15,0.0,261,22,1,579,579,600,600,0.2,0.2,M.Bizot,0
